cell_set_accession	cell_label	Add_to_CL
CS20230722_CLUS_2158	2158 SI-MA-LPO-LHA Skor1 Glut_3	
CS20230722_CLUS_2159	2159 SI-MA-LPO-LHA Skor1 Glut_3	
CS20230722_CLUS_2160	2160 SI-MA-LPO-LHA Skor1 Glut_3	
CS20230722_CLUS_2161	2161 SI-MA-LPO-LHA Skor1 Glut_3	
CS20230722_CLUS_2162	2162 SI-MA-LPO-LHA Skor1 Glut_3	
CS20230722_CLUS_2163	2163 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2164	2164 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2165	2165 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2166	2166 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2167	2167 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2168	2168 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2169	2169 SI-MA-LPO-LHA Skor1 Glut_4	
CS20230722_CLUS_2170	2170 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2171	2171 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2172	2172 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2173	2173 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2174	2174 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2175	2175 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2176	2176 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2177	2177 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2178	2178 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2179	2179 SI-MA-LPO-LHA Skor1 Glut_5	
CS20230722_CLUS_2180	2180 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2181	2181 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2182	2182 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2183	2183 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2184	2184 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2185	2185 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2186	2186 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2187	2187 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2188	2188 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2189	2189 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2190	2190 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2191	2191 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2192	2192 SI-MA-LPO-LHA Skor1 Glut_6	
CS20230722_CLUS_2193	2193 SI-MA-LPO-LHA Skor1 Glut_7	
CS20230722_CLUS_2194	2194 SI-MA-LPO-LHA Skor1 Glut_7	
CS20230722_CLUS_2195	2195 SI-MA-LPO-LHA Skor1 Glut_7	
CS20230722_CLUS_2196	2196 SI-MA-LPO-LHA Skor1 Glut_7	
CS20230722_CLUS_2197	2197 SI-MA-LPO-LHA Skor1 Glut_7	
CS20230722_CLUS_2198	2198 SI-MA-LPO-LHA Skor1 Glut_8	
CS20230722_CLUS_2199	2199 SI-MA-LPO-LHA Skor1 Glut_8	
CS20230722_CLUS_2200	2200 SI-MA-LPO-LHA Skor1 Glut_8	
CS20230722_CLUS_2201	2201 SI-MA-LPO-LHA Skor1 Glut_8	
CS20230722_CLUS_2202	2202 SI-MA-LPO-LHA Skor1 Glut_8	
CS20230722_CLUS_2203	2203 MEA Otp Foxp2 Glut_1	
CS20230722_CLUS_2204	2204 MEA Otp Foxp2 Glut_1	
CS20230722_CLUS_2205	2205 MEA Otp Foxp2 Glut_1	
CS20230722_CLUS_2206	2206 MEA Otp Foxp2 Glut_1	
CS20230722_CLUS_2207	2207 MEA Otp Foxp2 Glut_1	
CS20230722_CLUS_2208	2208 MEA-BST Otp Zic2 Glut_1	
CS20230722_CLUS_2209	2209 MEA-BST Otp Zic2 Glut_1	
CS20230722_CLUS_2210	2210 MEA-BST Otp Zic2 Glut_1	
CS20230722_CLUS_2211	2211 MEA-BST Otp Zic2 Glut_1	
CS20230722_CLUS_2212	2212 MEA-BST Otp Zic2 Glut_1	
CS20230722_CLUS_2213	2213 MEA-BST Otp Zic2 Glut_1	
CS20230722_CLUS_2214	2214 MEA-BST Otp Zic2 Glut_2	
CS20230722_CLUS_2215	2215 MEA-BST Otp Zic2 Glut_2	
CS20230722_CLUS_2216	2216 MEA-BST Otp Zic2 Glut_2	
CS20230722_CLUS_2217	2217 MEA-BST Otp Zic2 Glut_3	
CS20230722_CLUS_2218	2218 LHA-MEA Otp Glut_1	
CS20230722_CLUS_2219	2219 LHA-MEA Otp Glut_1	
CS20230722_CLUS_2220	2220 LHA-MEA Otp Glut_1	
CS20230722_CLUS_2221	2221 LHA-MEA Otp Glut_1	
CS20230722_CLUS_2222	2222 LHA-MEA Otp Glut_1	
CS20230722_CLUS_2223	2223 LHA-MEA Otp Glut_1	
CS20230722_CLUS_2224	2224 LHA-MEA Otp Glut_2	
CS20230722_CLUS_2225	2225 DMH Nkx2-4 Glut_1	
CS20230722_CLUS_2226	2226 DMH Nkx2-4 Glut_2	
CS20230722_CLUS_2227	2227 DMH Nkx2-4 Glut_2	
CS20230722_CLUS_2228	2228 DMH Nkx2-4 Glut_2	
CS20230722_CLUS_2229	2229 DMH Nkx2-4 Glut_2	
CS20230722_CLUS_2230	2230 DMH Nkx2-4 Glut_2	
CS20230722_CLUS_2231	2231 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2232	2232 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2233	2233 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2234	2234 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2235	2235 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2236	2236 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2237	2237 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2238	2238 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2239	2239 MPN-MPO-PVpo Hmx2 Glut_1	
CS20230722_CLUS_2240	2240 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2241	2241 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2242	2242 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2243	2243 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2244	2244 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2245	2245 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2246	2246 MPN-MPO-PVpo Hmx2 Glut_2	
CS20230722_CLUS_2247	2247 MPN-MPO-PVpo Hmx2 Glut_3	
CS20230722_CLUS_2248	2248 MPN-MPO-PVpo Hmx2 Glut_3	
CS20230722_CLUS_2249	2249 MPN-MPO-PVpo Hmx2 Glut_3	
CS20230722_CLUS_2250	2250 MPN-MPO-PVpo Hmx2 Glut_3	
CS20230722_CLUS_2251	2251 MPN-MPO-PVpo Hmx2 Glut_3	
CS20230722_CLUS_2252	2252 MPN-MPO-PVpo Hmx2 Glut_4	
CS20230722_CLUS_2253	2253 MPN-MPO-PVpo Hmx2 Glut_4	
CS20230722_CLUS_2254	2254 MPN-MPO-PVpo Hmx2 Glut_4	
CS20230722_CLUS_2255	2255 MPN-MPO-PVpo Hmx2 Glut_4	
CS20230722_CLUS_2256	2256 MPN-MPO-PVpo Hmx2 Glut_4	
CS20230722_CLUS_2257	2257 MPN-MPO-PVpo Hmx2 Glut_5	
CS20230722_CLUS_2258	2258 MPN-MPO-PVpo Hmx2 Glut_5	
CS20230722_CLUS_2259	2259 MPN-MPO-PVpo Hmx2 Glut_5	
CS20230722_CLUS_2260	2260 MPN-MPO-PVpo Hmx2 Glut_6	
CS20230722_CLUS_2261	2261 MPN-MPO-PVpo Hmx2 Glut_6	
CS20230722_CLUS_2262	2262 MPN-MPO-PVpo Hmx2 Glut_6	
CS20230722_CLUS_2263	2263 DMH Hmx2 Glut_1	
CS20230722_CLUS_2264	2264 DMH Hmx2 Glut_1	
CS20230722_CLUS_2265	2265 DMH Hmx2 Glut_1	
CS20230722_CLUS_2266	2266 DMH Hmx2 Glut_1	
CS20230722_CLUS_2267	2267 DMH Hmx2 Glut_1	
CS20230722_CLUS_2268	2268 DMH Hmx2 Glut_1	
CS20230722_CLUS_2269	2269 DMH Hmx2 Glut_1	
CS20230722_CLUS_2270	2270 DMH Hmx2 Glut_1	
CS20230722_CLUS_2271	2271 DMH Hmx2 Glut_1	
CS20230722_CLUS_2272	2272 DMH Hmx2 Glut_2	
CS20230722_CLUS_2273	2273 DMH Hmx2 Glut_2	
CS20230722_CLUS_2274	2274 ARH-PVp Tbx3 Glut_1	
CS20230722_CLUS_2275	2275 ARH-PVp Tbx3 Glut_1	
CS20230722_CLUS_2276	2276 ARH-PVp Tbx3 Glut_1	
CS20230722_CLUS_2277	2277 ARH-PVp Tbx3 Glut_1	
CS20230722_CLUS_2278	2278 ARH-PVp Tbx3 Glut_2	
CS20230722_CLUS_2279	2279 ARH-PVp Tbx3 Glut_2	
CS20230722_CLUS_2280	2280 ARH-PVp Tbx3 Glut_2	
CS20230722_CLUS_2281	2281 ARH-PVp Tbx3 Glut_3	
CS20230722_CLUS_2282	2282 ARH-PVp Tbx3 Glut_3	
CS20230722_CLUS_2283	2283 ARH-PVp Tbx3 Glut_4	
CS20230722_CLUS_2284	2284 ARH-PVp Tbx3 Glut_5	
CS20230722_CLUS_2285	2285 DMH-LHA Vgll2 Glut_1	
CS20230722_CLUS_2286	2286 DMH-LHA Vgll2 Glut_2	
CS20230722_CLUS_2287	2287 DMH-LHA Vgll2 Glut_3	
CS20230722_CLUS_2288	2288 DMH-LHA Vgll2 Glut_3	
CS20230722_CLUS_2289	2289 DMH-LHA Vgll2 Glut_4	
CS20230722_CLUS_2290	2290 VMH Fezf1 Glut_1	
CS20230722_CLUS_2291	2291 VMH Fezf1 Glut_1	
CS20230722_CLUS_2292	2292 VMH Fezf1 Glut_1	
CS20230722_CLUS_2293	2293 VMH Fezf1 Glut_1	
CS20230722_CLUS_2294	2294 VMH Fezf1 Glut_2	
CS20230722_CLUS_2295	2295 VMH Fezf1 Glut_2	
CS20230722_CLUS_2296	2296 VMH Fezf1 Glut_2	
CS20230722_CLUS_2297	2297 VMH Fezf1 Glut_2	
CS20230722_CLUS_2298	2298 VMH Fezf1 Glut_3	
CS20230722_CLUS_2299	2299 VMH Fezf1 Glut_3	
CS20230722_CLUS_2300	2300 VMH Fezf1 Glut_3	
CS20230722_CLUS_2301	2301 VMH Nr5a1 Glut_1	
CS20230722_CLUS_2302	2302 VMH Nr5a1 Glut_1	
CS20230722_CLUS_2303	2303 VMH Nr5a1 Glut_1	
CS20230722_CLUS_2304	2304 VMH Nr5a1 Glut_1	
CS20230722_CLUS_2305	2305 VMH Nr5a1 Glut_1	
CS20230722_CLUS_2306	2306 VMH Nr5a1 Glut_2	
CS20230722_CLUS_2307	2307 VMH Nr5a1 Glut_2	
CS20230722_CLUS_2308	2308 VMH Nr5a1 Glut_2	
CS20230722_CLUS_2309	2309 VMH Nr5a1 Glut_2	
CS20230722_CLUS_2310	2310 VMH Nr5a1 Glut_3	
CS20230722_CLUS_2311	2311 VMH Nr5a1 Glut_3	
CS20230722_CLUS_2312	2312 VMH Nr5a1 Glut_3	
CS20230722_CLUS_2313	2313 VMH Nr5a1 Glut_3	
CS20230722_CLUS_2314	2314 VMH Nr5a1 Glut_4	
CS20230722_CLUS_2315	2315 VMH Nr5a1 Glut_4	
CS20230722_CLUS_2316	2316 VMH Nr5a1 Glut_4	
CS20230722_CLUS_2317	2317 VMH Nr5a1 Glut_5	
CS20230722_CLUS_2318	2318 VMH Nr5a1 Glut_5	
CS20230722_CLUS_2319	2319 VMH Nr5a1 Glut_6	
CS20230722_CLUS_2320	2320 LHA Pmch Glut_1	
CS20230722_CLUS_2321	2321 LHA Pmch Glut_1	
CS20230722_CLUS_2322	2322 LHA Pmch Glut_1	
CS20230722_CLUS_2323	2323 LHA Pmch Glut_2	
CS20230722_CLUS_2324	2324 LHA Pmch Glut_2	
CS20230722_CLUS_2325	2325 LHA-AHN-PVH Otp Trh Glut_1	
CS20230722_CLUS_2326	2326 LHA-AHN-PVH Otp Trh Glut_1	
CS20230722_CLUS_2327	2327 LHA-AHN-PVH Otp Trh Glut_1	
CS20230722_CLUS_2328	2328 LHA-AHN-PVH Otp Trh Glut_1	
CS20230722_CLUS_2329	2329 LHA-AHN-PVH Otp Trh Glut_1	
CS20230722_CLUS_2330	2330 LHA-AHN-PVH Otp Trh Glut_2	
CS20230722_CLUS_2331	2331 LHA-AHN-PVH Otp Trh Glut_2	
CS20230722_CLUS_2332	2332 LHA-AHN-PVH Otp Trh Glut_2	
CS20230722_CLUS_2333	2333 LHA-AHN-PVH Otp Trh Glut_2	
CS20230722_CLUS_2334	2334 LHA-AHN-PVH Otp Trh Glut_3	
CS20230722_CLUS_2335	2335 LHA-AHN-PVH Otp Trh Glut_3	
CS20230722_CLUS_2336	2336 LHA-AHN-PVH Otp Trh Glut_3	
CS20230722_CLUS_2337	2337 LHA-AHN-PVH Otp Trh Glut_4	
CS20230722_CLUS_2338	2338 LHA-AHN-PVH Otp Trh Glut_4	
CS20230722_CLUS_2339	2339 LHA-AHN-PVH Otp Trh Glut_5	
CS20230722_CLUS_2340	2340 AHN-RCH-LHA Otp Fezf1 Glut_1	
CS20230722_CLUS_2341	2341 AHN-RCH-LHA Otp Fezf1 Glut_1	
CS20230722_CLUS_2342	2342 AHN-RCH-LHA Otp Fezf1 Glut_1	
CS20230722_CLUS_2343	2343 AHN-RCH-LHA Otp Fezf1 Glut_1	
CS20230722_CLUS_2344	2344 AHN-RCH-LHA Otp Fezf1 Glut_1	
CS20230722_CLUS_2345	2345 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2346	2346 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2347	2347 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2348	2348 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2349	2349 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2350	2350 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2351	2351 AHN-RCH-LHA Otp Fezf1 Glut_2	
CS20230722_CLUS_2352	2352 AHN-RCH-LHA Otp Fezf1 Glut_3	
CS20230722_CLUS_2353	2353 AHN-RCH-LHA Otp Fezf1 Glut_3	
CS20230722_CLUS_2354	2354 AHN-RCH-LHA Otp Fezf1 Glut_3	
CS20230722_CLUS_2355	2355 AHN-RCH-LHA Otp Fezf1 Glut_3	
CS20230722_CLUS_2356	2356 AHN-RCH-LHA Otp Fezf1 Glut_4	
CS20230722_CLUS_2357	2357 AHN-RCH-LHA Otp Fezf1 Glut_4	
CS20230722_CLUS_2358	2358 AHN-RCH-LHA Otp Fezf1 Glut_4	
CS20230722_CLUS_2359	2359 AHN-RCH-LHA Otp Fezf1 Glut_4	
CS20230722_CLUS_2360	2360 AHN-RCH-LHA Otp Fezf1 Glut_5	
CS20230722_CLUS_2361	2361 AHN-RCH-LHA Otp Fezf1 Glut_6	
CS20230722_CLUS_2362	2362 AHN-RCH-LHA Otp Fezf1 Glut_6	
CS20230722_CLUS_2363	2363 AHN-RCH-LHA Otp Fezf1 Glut_6	
CS20230722_CLUS_2364	2364 PVH-SO-PVa Otp Glut_1	
CS20230722_CLUS_2365	2365 PVH-SO-PVa Otp Glut_1	
CS20230722_CLUS_2366	2366 PVH-SO-PVa Otp Glut_1	
CS20230722_CLUS_2367	2367 PVH-SO-PVa Otp Glut_1	
CS20230722_CLUS_2368	2368 PVH-SO-PVa Otp Glut_1	
CS20230722_CLUS_2369	2369 PVH-SO-PVa Otp Glut_2	
CS20230722_CLUS_2370	2370 PVH-SO-PVa Otp Glut_2	
CS20230722_CLUS_2371	2371 PVH-SO-PVa Otp Glut_2	
CS20230722_CLUS_2372	2372 PVH-SO-PVa Otp Glut_2	
CS20230722_CLUS_2373	2373 PVH-SO-PVa Otp Glut_2	
CS20230722_CLUS_2374	2374 PVH-SO-PVa Otp Glut_2	
CS20230722_CLUS_2375	2375 PVH-SO-PVa Otp Glut_3	
CS20230722_CLUS_2376	2376 PVH-SO-PVa Otp Glut_3	
CS20230722_CLUS_2377	2377 PVH-SO-PVa Otp Glut_3	
CS20230722_CLUS_2378	2378 PVH-SO-PVa Otp Glut_3	
CS20230722_CLUS_2379	2379 PVH-SO-PVa Otp Glut_4	
CS20230722_CLUS_2380	2380 PVH-SO-PVa Otp Glut_4	
CS20230722_CLUS_2381	2381 PVH-SO-PVa Otp Glut_4	
CS20230722_CLUS_2382	2382 PVH-SO-PVa Otp Glut_5	
CS20230722_CLUS_2383	2383 PVH-SO-PVa Otp Glut_5	
CS20230722_CLUS_2384	2384 PVH-SO-PVa Otp Glut_5	
CS20230722_CLUS_2385	2385 PVH-SO-PVa Otp Glut_6	
CS20230722_CLUS_2386	2386 PVH-SO-PVa Otp Glut_6	
CS20230722_CLUS_2387	2387 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2388	2388 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2389	2389 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2390	2390 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2391	2391 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2392	2392 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2393	2393 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2394	2394 PH-ant-LHA Otp Bsx Glut_1	
CS20230722_CLUS_2395	2395 PH-ant-LHA Otp Bsx Glut_2	
CS20230722_CLUS_2396	2396 PH-ant-LHA Otp Bsx Glut_2	
CS20230722_CLUS_2397	2397 PH-ant-LHA Otp Bsx Glut_2	
CS20230722_CLUS_2398	2398 PH-ant-LHA Otp Bsx Glut_2	
CS20230722_CLUS_2399	2399 PH-ant-LHA Otp Bsx Glut_2	
CS20230722_CLUS_2400	2400 PH-ant-LHA Otp Bsx Glut_2	
CS20230722_CLUS_2401	2401 PH-ant-LHA Otp Bsx Glut_3	
CS20230722_CLUS_2402	2402 PH-ant-LHA Otp Bsx Glut_3	
CS20230722_CLUS_2403	2403 PH-ant-LHA Otp Bsx Glut_3	
CS20230722_CLUS_2404	2404 PH-ant-LHA Otp Bsx Glut_3	
CS20230722_CLUS_2405	2405 PH-ant-LHA Otp Bsx Glut_3	
CS20230722_CLUS_2406	2406 PH-ant-LHA Otp Bsx Glut_3	
CS20230722_CLUS_2407	2407 PH-ant-LHA Otp Bsx Glut_4	
CS20230722_CLUS_2408	2408 PH-ant-LHA Otp Bsx Glut_4	
CS20230722_CLUS_2409	2409 PH-ant-LHA Otp Bsx Glut_4	
CS20230722_CLUS_2410	2410 PH-ant-LHA Otp Bsx Glut_4	
CS20230722_CLUS_2411	2411 PH-ant-LHA Otp Bsx Glut_4	
CS20230722_CLUS_2412	2412 PH-ant-LHA Otp Bsx Glut_4	
CS20230722_CLUS_2413	2413 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2414	2414 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2415	2415 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2416	2416 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2417	2417 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2418	2418 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2419	2419 PH-ant-LHA Otp Bsx Glut_5	
CS20230722_CLUS_2420	2420 PH-ant-LHA Otp Bsx Glut_6	
CS20230722_CLUS_2421	2421 PH-ant-LHA Otp Bsx Glut_6	
CS20230722_CLUS_2422	2422 PH-ant-LHA Otp Bsx Glut_6	
CS20230722_CLUS_2423	2423 PH-ant-LHA Otp Bsx Glut_7	
CS20230722_CLUS_2424	2424 PH-ant-LHA Otp Bsx Glut_7	
CS20230722_CLUS_2425	2425 PH-ant-LHA Otp Bsx Glut_7	
CS20230722_CLUS_2426	2426 PH-ant-LHA Otp Bsx Glut_7	
CS20230722_CLUS_2427	2427 PH-ant-LHA Otp Bsx Glut_7	
CS20230722_CLUS_2428	2428 PH-ant-LHA Otp Bsx Glut_7	
CS20230722_CLUS_2429	2429 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2430	2430 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2431	2431 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2432	2432 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2433	2433 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2434	2434 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2435	2435 STN-PSTN Pitx2 Glut_1	
CS20230722_CLUS_2436	2436 STN-PSTN Pitx2 Glut_2	
CS20230722_CLUS_2437	2437 STN-PSTN Pitx2 Glut_2	
CS20230722_CLUS_2438	2438 STN-PSTN Pitx2 Glut_2	
CS20230722_CLUS_2439	2439 STN-PSTN Pitx2 Glut_2	
CS20230722_CLUS_2440	2440 STN-PSTN Pitx2 Glut_2	
CS20230722_CLUS_2441	2441 STN-PSTN Pitx2 Glut_2	
CS20230722_CLUS_2442	2442 STN-PSTN Pitx2 Glut_3	
CS20230722_CLUS_2443	2443 STN-PSTN Pitx2 Glut_3	
CS20230722_CLUS_2444	2444 STN-PSTN Pitx2 Glut_3	
CS20230722_CLUS_2445	2445 STN-PSTN Pitx2 Glut_3	
CS20230722_CLUS_2446	2446 STN-PSTN Pitx2 Glut_3	
CS20230722_CLUS_2447	2447 STN-PSTN Pitx2 Glut_3	
CS20230722_CLUS_2448	2448 STN-PSTN Pitx2 Glut_4	
CS20230722_CLUS_2449	2449 STN-PSTN Pitx2 Glut_4	
CS20230722_CLUS_2450	2450 STN-PSTN Pitx2 Glut_4	
CS20230722_CLUS_2451	2451 STN-PSTN Pitx2 Glut_4	
CS20230722_CLUS_2452	2452 STN-PSTN Pitx2 Glut_4	
CS20230722_CLUS_2453	2453 STN-PSTN Pitx2 Glut_5	
CS20230722_CLUS_2454	2454 STN-PSTN Pitx2 Glut_5	
CS20230722_CLUS_2455	2455 STN-PSTN Pitx2 Glut_5	
CS20230722_CLUS_2456	2456 STN-PSTN Pitx2 Glut_5	
CS20230722_CLUS_2457	2457 STN-PSTN Pitx2 Glut_6	
CS20230722_CLUS_2458	2458 STN-PSTN Pitx2 Glut_6	
CS20230722_CLUS_2459	2459 STN-PSTN Pitx2 Glut_7	
CS20230722_CLUS_2460	2460 PMv-TMv Pitx2 Glut_1	
CS20230722_CLUS_2461	2461 PMv-TMv Pitx2 Glut_1	
CS20230722_CLUS_2462	2462 PMv-TMv Pitx2 Glut_1	
CS20230722_CLUS_2463	2463 PMv-TMv Pitx2 Glut_1	
CS20230722_CLUS_2464	2464 PMv-TMv Pitx2 Glut_1	
CS20230722_CLUS_2465	2465 PMv-TMv Pitx2 Glut_2	
CS20230722_CLUS_2466	2466 PMv-TMv Pitx2 Glut_2	
CS20230722_CLUS_2467	2467 PMv-TMv Pitx2 Glut_2	
CS20230722_CLUS_2468	2468 PMv-TMv Pitx2 Glut_2	
CS20230722_CLUS_2469	2469 PMv-TMv Pitx2 Glut_3	
CS20230722_CLUS_2470	2470 PMv-TMv Pitx2 Glut_3	
CS20230722_CLUS_2471	2471 PMv-TMv Pitx2 Glut_3	
CS20230722_CLUS_2472	2472 PMv-TMv Pitx2 Glut_3	
CS20230722_CLUS_2473	2473 PMv-TMv Pitx2 Glut_3	
CS20230722_CLUS_2474	2474 PH-an Pitx2 Glut_1	
CS20230722_CLUS_2475	2475 PH-an Pitx2 Glut_1	
CS20230722_CLUS_2476	2476 PH-an Pitx2 Glut_2	
CS20230722_CLUS_2477	2477 PH-an Pitx2 Glut_2	
CS20230722_CLUS_2478	2478 PH-an Pitx2 Glut_2	
CS20230722_CLUS_2479	2479 PH-an Pitx2 Glut_2	
CS20230722_CLUS_2480	2480 PH-an Pitx2 Glut_2	
CS20230722_CLUS_2481	2481 PH Pitx2 Glut_1	
CS20230722_CLUS_2482	2482 PH Pitx2 Glut_1	
CS20230722_CLUS_2483	2483 PH Pitx2 Glut_1	
CS20230722_CLUS_2484	2484 PH Pitx2 Glut_1	
CS20230722_CLUS_2485	2485 PH Pitx2 Glut_2	
CS20230722_CLUS_2486	2486 PH Pitx2 Glut_2	
CS20230722_CLUS_2487	2487 PH Pitx2 Glut_2	
CS20230722_CLUS_2488	2488 PH Pitx2 Glut_2	
CS20230722_CLUS_2489	2489 PH Pitx2 Glut_2	
CS20230722_CLUS_2490	2490 PH Pitx2 Glut_2	
CS20230722_CLUS_2491	2491 PH Pitx2 Glut_2	
CS20230722_CLUS_2492	2492 PH Pitx2 Glut_2	
CS20230722_CLUS_2493	2493 PH Pitx2 Glut_2	
CS20230722_CLUS_2494	2494 PH Pitx2 Glut_2	
CS20230722_CLUS_2495	2495 PH Pitx2 Glut_2	
CS20230722_CLUS_2496	2496 PH Pitx2 Glut_2	
CS20230722_CLUS_2497	2497 PH Pitx2 Glut_2	
CS20230722_CLUS_2498	2498 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2499	2499 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2500	2500 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2501	2501 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2502	2502 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2503	2503 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2504	2504 PH-LHA Foxb1 Glut_1	
CS20230722_CLUS_2505	2505 PH-LHA Foxb1 Glut_2	
CS20230722_CLUS_2506	2506 PH-LHA Foxb1 Glut_2	
CS20230722_CLUS_2507	2507 PH-LHA Foxb1 Glut_2	
CS20230722_CLUS_2508	2508 PH-LHA Foxb1 Glut_2	
CS20230722_CLUS_2509	2509 PH-LHA Foxb1 Glut_3	
CS20230722_CLUS_2510	2510 PH-LHA Foxb1 Glut_3	
CS20230722_CLUS_2511	2511 PH-LHA Foxb1 Glut_3	
CS20230722_CLUS_2512	2512 PH-LHA Foxb1 Glut_3	
CS20230722_CLUS_2513	2513 PH-LHA Foxb1 Glut_3	
CS20230722_CLUS_2514	2514 PH-LHA Foxb1 Glut_3	
CS20230722_CLUS_2515	2515 PH-LHA Foxb1 Glut_4	
CS20230722_CLUS_2516	2516 PH-LHA Foxb1 Glut_4	
CS20230722_CLUS_2517	2517 PH-LHA Foxb1 Glut_5	
CS20230722_CLUS_2518	2518 PH-LHA Foxb1 Glut_5	
CS20230722_CLUS_2519	2519 PH-LHA Foxb1 Glut_6	
CS20230722_CLUS_2520	2520 PH-LHA Foxb1 Glut_7	
CS20230722_CLUS_2521	2521 PH-LHA Foxb1 Glut_7	
CS20230722_CLUS_2522	2522 PMd-LHA Foxb1 Glut_1	
CS20230722_CLUS_2523	2523 PMd-LHA Foxb1 Glut_1	
