cell_set_accession	cell_label	Add_to_CL
CS20230722_CLUS_0631	0631 Vip Gaba_2	
CS20230722_CLUS_0632	0632 Vip Gaba_3	
CS20230722_CLUS_0633	0633 Vip Gaba_3	
CS20230722_CLUS_0634	0634 Vip Gaba_3	
CS20230722_CLUS_0635	0635 Vip Gaba_3	
CS20230722_CLUS_0636	0636 Vip Gaba_4	
CS20230722_CLUS_0637	0637 Vip Gaba_4	
CS20230722_CLUS_0638	0638 Vip Gaba_4	
CS20230722_CLUS_0639	0639 Vip Gaba_4	
CS20230722_CLUS_0640	0640 Vip Gaba_5	
CS20230722_CLUS_0641	0641 Vip Gaba_5	
CS20230722_CLUS_0642	0642 Vip Gaba_5	
CS20230722_CLUS_0643	0643 Vip Gaba_5	
CS20230722_CLUS_0644	0644 Vip Gaba_5	
CS20230722_CLUS_0645	0645 Vip Gaba_6	
CS20230722_CLUS_0646	0646 Vip Gaba_6	
CS20230722_CLUS_0647	0647 Vip Gaba_6	
CS20230722_CLUS_0648	0648 Vip Gaba_6	
CS20230722_CLUS_0649	0649 Vip Gaba_7	
CS20230722_CLUS_0650	0650 Vip Gaba_7	
CS20230722_CLUS_0651	0651 Vip Gaba_7	
CS20230722_CLUS_0652	0652 Vip Gaba_8	
CS20230722_CLUS_0653	0653 Vip Gaba_8	
CS20230722_CLUS_0654	0654 Vip Gaba_9	
CS20230722_CLUS_0655	0655 Vip Gaba_9	
CS20230722_CLUS_0656	0656 Vip Gaba_9	
CS20230722_CLUS_0657	0657 Vip Gaba_9	
CS20230722_CLUS_0658	0658 Vip Gaba_10	
CS20230722_CLUS_0659	0659 Vip Gaba_10	
CS20230722_CLUS_0660	0660 Vip Gaba_11	
CS20230722_CLUS_0661	0661 Vip Gaba_11	
CS20230722_CLUS_0662	0662 Vip Gaba_12	
CS20230722_CLUS_0663	0663 Vip Gaba_12	
CS20230722_CLUS_0664	0664 Sncg Gaba_1	
CS20230722_CLUS_0665	0665 Sncg Gaba_1	
CS20230722_CLUS_0666	0666 Sncg Gaba_1	
CS20230722_CLUS_0667	0667 Sncg Gaba_1	
CS20230722_CLUS_0668	0668 Sncg Gaba_1	
CS20230722_CLUS_0669	0669 Sncg Gaba_2	
CS20230722_CLUS_0670	0670 Sncg Gaba_2	
CS20230722_CLUS_0671	0671 Sncg Gaba_2	
CS20230722_CLUS_0672	0672 Sncg Gaba_3	
CS20230722_CLUS_0673	0673 Sncg Gaba_3	
CS20230722_CLUS_0674	0674 Sncg Gaba_3	
CS20230722_CLUS_0675	0675 Sncg Gaba_3	
CS20230722_CLUS_0676	0676 Sncg Gaba_3	
CS20230722_CLUS_0677	0677 Sncg Gaba_3	
CS20230722_CLUS_0678	0678 Sncg Gaba_4	
CS20230722_CLUS_0679	0679 Sncg Gaba_5	
CS20230722_CLUS_0680	0680 Sncg Gaba_5	
CS20230722_CLUS_0681	0681 Sncg Gaba_5	
CS20230722_CLUS_0682	0682 Sncg Gaba_6	
CS20230722_CLUS_0683	0683 Sncg Gaba_7	
CS20230722_CLUS_0684	0684 Sncg Gaba_8	
CS20230722_CLUS_0685	0685 Sncg Gaba_8	
CS20230722_CLUS_0686	0686 RHP-COA Ndnf Gaba_1	
CS20230722_CLUS_0687	0687 RHP-COA Ndnf Gaba_1	
CS20230722_CLUS_0688	0688 RHP-COA Ndnf Gaba_1	
CS20230722_CLUS_0689	0689 RHP-COA Ndnf Gaba_1	
CS20230722_CLUS_0690	0690 RHP-COA Ndnf Gaba_2	
CS20230722_CLUS_0691	0691 RHP-COA Ndnf Gaba_2	
CS20230722_CLUS_0692	0692 RHP-COA Ndnf Gaba_2	
CS20230722_CLUS_0693	0693 RHP-COA Ndnf Gaba_3	
CS20230722_CLUS_0694	0694 RHP-COA Ndnf Gaba_3	
CS20230722_CLUS_0695	0695 RHP-COA Ndnf Gaba_3	
CS20230722_CLUS_0696	0696 RHP-COA Ndnf Gaba_3	
CS20230722_CLUS_0697	0697 RHP-COA Ndnf Gaba_4	
CS20230722_CLUS_0698	0698 RHP-COA Ndnf Gaba_4	
CS20230722_CLUS_0699	0699 RHP-COA Ndnf Gaba_5	
CS20230722_CLUS_0700	0700 RHP-COA Ndnf Gaba_5	
CS20230722_CLUS_0701	0701 RHP-COA Ndnf Gaba_5	
CS20230722_CLUS_0702	0702 RHP-COA Ndnf Gaba_5	
CS20230722_CLUS_0703	0703 RHP-COA Ndnf Gaba_5	
CS20230722_CLUS_0704	0704 RHP-COA Ndnf Gaba_6	
CS20230722_CLUS_0705	0705 RHP-COA Ndnf Gaba_6	
CS20230722_CLUS_0706	0706 Lamp5 Gaba_1	
CS20230722_CLUS_0707	0707 Lamp5 Gaba_1	
CS20230722_CLUS_0708	0708 Lamp5 Gaba_1	
CS20230722_CLUS_0709	0709 Lamp5 Gaba_1	
CS20230722_CLUS_0710	0710 Lamp5 Gaba_1	
CS20230722_CLUS_0711	0711 Lamp5 Gaba_1	
CS20230722_CLUS_0712	0712 Lamp5 Gaba_1	
CS20230722_CLUS_0713	0713 Lamp5 Gaba_1	
CS20230722_CLUS_0714	0714 Lamp5 Gaba_2	
CS20230722_CLUS_0715	0715 Lamp5 Gaba_2	
CS20230722_CLUS_0716	0716 Lamp5 Gaba_2	
CS20230722_CLUS_0717	0717 Lamp5 Gaba_2	
CS20230722_CLUS_0718	0718 Lamp5 Gaba_2	
CS20230722_CLUS_0719	0719 Lamp5 Gaba_3	
CS20230722_CLUS_0720	0720 Lamp5 Gaba_3	
CS20230722_CLUS_0721	0721 Lamp5 Gaba_3	
CS20230722_CLUS_0722	0722 Lamp5 Gaba_4	
CS20230722_CLUS_0723	0723 Lamp5 Gaba_4	
CS20230722_CLUS_0724	0724 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0725	0725 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0726	0726 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0727	0727 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0728	0728 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0729	0729 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0730	0730 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0731	0731 Lamp5 Lhx6 Gaba_1	
CS20230722_CLUS_0732	0732 Pvalb chandelier Gaba_1	
CS20230722_CLUS_0733	0733 Pvalb chandelier Gaba_1	
CS20230722_CLUS_0734	0734 Pvalb Gaba_1	
CS20230722_CLUS_0735	0735 Pvalb Gaba_1	
CS20230722_CLUS_0736	0736 Pvalb Gaba_1	
CS20230722_CLUS_0737	0737 Pvalb Gaba_2	
CS20230722_CLUS_0738	0738 Pvalb Gaba_2	
CS20230722_CLUS_0739	0739 Pvalb Gaba_2	
CS20230722_CLUS_0740	0740 Pvalb Gaba_3	
CS20230722_CLUS_0741	0741 Pvalb Gaba_3	
CS20230722_CLUS_0742	0742 Pvalb Gaba_3	
CS20230722_CLUS_0743	0743 Pvalb Gaba_4	
CS20230722_CLUS_0744	0744 Pvalb Gaba_4	
CS20230722_CLUS_0745	0745 Pvalb Gaba_4	
CS20230722_CLUS_0746	0746 Pvalb Gaba_4	
CS20230722_CLUS_0747	0747 Pvalb Gaba_4	
CS20230722_CLUS_0748	0748 Pvalb Gaba_5	
CS20230722_CLUS_0749	0749 Pvalb Gaba_5	
CS20230722_CLUS_0750	0750 Pvalb Gaba_5	
CS20230722_CLUS_0751	0751 Pvalb Gaba_6	
CS20230722_CLUS_0752	0752 Pvalb Gaba_6	
CS20230722_CLUS_0753	0753 Pvalb Gaba_7	
CS20230722_CLUS_0754	0754 Pvalb Gaba_8	
CS20230722_CLUS_0755	0755 Pvalb Gaba_9	
CS20230722_CLUS_0756	0756 Sst Gaba_1	
CS20230722_CLUS_0757	0757 Sst Gaba_1	
CS20230722_CLUS_0758	0758 Sst Gaba_1	
CS20230722_CLUS_0759	0759 Sst Gaba_1	
CS20230722_CLUS_0760	0760 Sst Gaba_1	
CS20230722_CLUS_0761	0761 Sst Gaba_1	
CS20230722_CLUS_0762	0762 Sst Gaba_2	
CS20230722_CLUS_0763	0763 Sst Gaba_2	
CS20230722_CLUS_0764	0764 Sst Gaba_2	
CS20230722_CLUS_0765	0765 Sst Gaba_2	
CS20230722_CLUS_0766	0766 Sst Gaba_2	
CS20230722_CLUS_0767	0767 Sst Gaba_3	
CS20230722_CLUS_0768	0768 Sst Gaba_3	
CS20230722_CLUS_0769	0769 Sst Gaba_3	
CS20230722_CLUS_0770	0770 Sst Gaba_3	
CS20230722_CLUS_0771	0771 Sst Gaba_3	
CS20230722_CLUS_0772	0772 Sst Gaba_3	
CS20230722_CLUS_0773	0773 Sst Gaba_3	
CS20230722_CLUS_0774	0774 Sst Gaba_3	
CS20230722_CLUS_0775	0775 Sst Gaba_3	
CS20230722_CLUS_0776	0776 Sst Gaba_4	
CS20230722_CLUS_0777	0777 Sst Gaba_4	
CS20230722_CLUS_0778	0778 Sst Gaba_4	
CS20230722_CLUS_0779	0779 Sst Gaba_4	
CS20230722_CLUS_0780	0780 Sst Gaba_4	
CS20230722_CLUS_0781	0781 Sst Gaba_5	
CS20230722_CLUS_0782	0782 Sst Gaba_5	
CS20230722_CLUS_0783	0783 Sst Gaba_5	
CS20230722_CLUS_0784	0784 Sst Gaba_5	
CS20230722_CLUS_0785	0785 Sst Gaba_6	
CS20230722_CLUS_0786	0786 Sst Gaba_6	
CS20230722_CLUS_0787	0787 Sst Gaba_6	
CS20230722_CLUS_0788	0788 Sst Gaba_6	
CS20230722_CLUS_0789	0789 Sst Gaba_6	
CS20230722_CLUS_0790	0790 Sst Gaba_6	
CS20230722_CLUS_0791	0791 Sst Gaba_6	
CS20230722_CLUS_0792	0792 Sst Gaba_7	
CS20230722_CLUS_0793	0793 Sst Gaba_7	
CS20230722_CLUS_0794	0794 Sst Gaba_7	
CS20230722_CLUS_0795	0795 Sst Gaba_8	
CS20230722_CLUS_0796	0796 Sst Gaba_8	
CS20230722_CLUS_0797	0797 Sst Gaba_8	
CS20230722_CLUS_0798	0798 Sst Gaba_9	
CS20230722_CLUS_0799	0799 Sst Gaba_9	
CS20230722_CLUS_0800	0800 Sst Gaba_9	
CS20230722_CLUS_0801	0801 Sst Gaba_9	
CS20230722_CLUS_0802	0802 Sst Gaba_10	
CS20230722_CLUS_0803	0803 Sst Gaba_10	
CS20230722_CLUS_0804	0804 Sst Gaba_10	
CS20230722_CLUS_0805	0805 Sst Gaba_11	
CS20230722_CLUS_0806	0806 Sst Gaba_11	
CS20230722_CLUS_0807	0807 Sst Gaba_12	
CS20230722_CLUS_0808	0808 Sst Gaba_12	
CS20230722_CLUS_0809	0809 Sst Gaba_12	
CS20230722_CLUS_0810	0810 Sst Gaba_13	
CS20230722_CLUS_0811	0811 Sst Gaba_13	
CS20230722_CLUS_0812	0812 Sst Gaba_14	
CS20230722_CLUS_0813	0813 Sst Gaba_14	
CS20230722_CLUS_0814	0814 Sst Gaba_14	
CS20230722_CLUS_0815	0815 Sst Gaba_15	
CS20230722_CLUS_0816	0816 Sst Gaba_15	
CS20230722_CLUS_0817	0817 Sst Gaba_15	
CS20230722_CLUS_0818	0818 Sst Gaba_16	
CS20230722_CLUS_0819	0819 Sst Gaba_16	
CS20230722_CLUS_0820	0820 Sst Gaba_16	
CS20230722_CLUS_0821	0821 Sst Gaba_16	
CS20230722_CLUS_0822	0822 Sst Gaba_17	
CS20230722_CLUS_0823	0823 Sst Gaba_17	
CS20230722_CLUS_0824	0824 Sst Gaba_17	
CS20230722_CLUS_0825	0825 Sst Gaba_18	
CS20230722_CLUS_0826	0826 Sst Gaba_18	
CS20230722_CLUS_0827	0827 Sst Gaba_19	
CS20230722_CLUS_0828	0828 Sst Gaba_19	
CS20230722_CLUS_0829	0829 STR Prox1 Lhx6 Gaba_1	
CS20230722_CLUS_0830	0830 STR Prox1 Lhx6 Gaba_1	
CS20230722_CLUS_0831	0831 STR Prox1 Lhx6 Gaba_1	
CS20230722_CLUS_0832	0832 STR Prox1 Lhx6 Gaba_1	
CS20230722_CLUS_0833	0833 STR Prox1 Lhx6 Gaba_2	
CS20230722_CLUS_0834	0834 STR Prox1 Lhx6 Gaba_2	
CS20230722_CLUS_0835	0835 STR Prox1 Lhx6 Gaba_2	
CS20230722_CLUS_0836	0836 STR Prox1 Lhx6 Gaba_2	
CS20230722_CLUS_0837	0837 STR Prox1 Lhx6 Gaba_3	
CS20230722_CLUS_0838	0838 STR Prox1 Lhx6 Gaba_3	
CS20230722_CLUS_0839	0839 STR Lhx8 Gaba_1	
CS20230722_CLUS_0840	0840 STR Lhx8 Gaba_1	
CS20230722_CLUS_0841	0841 STR Lhx8 Gaba_1	
CS20230722_CLUS_0842	0842 STR Lhx8 Gaba_1	
CS20230722_CLUS_0843	0843 STR Lhx8 Gaba_2	
CS20230722_CLUS_0844	0844 STR Lhx8 Gaba_2	
CS20230722_CLUS_0845	0845 Sst Chodl Gaba_1	
CS20230722_CLUS_0846	0846 Sst Chodl Gaba_1	
CS20230722_CLUS_0847	0847 Sst Chodl Gaba_1	
CS20230722_CLUS_0848	0848 Sst Chodl Gaba_1	
CS20230722_CLUS_0849	0849 Sst Chodl Gaba_2	
CS20230722_CLUS_0850	0850 Sst Chodl Gaba_2	
CS20230722_CLUS_0851	0851 Sst Chodl Gaba_2	
CS20230722_CLUS_0852	0852 Sst Chodl Gaba_2	
CS20230722_CLUS_0853	0853 Sst Chodl Gaba_2	
CS20230722_CLUS_0854	0854 Sst Chodl Gaba_2	
CS20230722_CLUS_0855	0855 Sst Chodl Gaba_3	
CS20230722_CLUS_0856	0856 Sst Chodl Gaba_3	
CS20230722_CLUS_0857	0857 Sst Chodl Gaba_3	
CS20230722_CLUS_0858	0858 Sst Chodl Gaba_4	
CS20230722_CLUS_0859	0859 Sst Chodl Gaba_4	
CS20230722_CLUS_0860	0860 Sst Chodl Gaba_5	
CS20230722_CLUS_0861	0861 Sst Chodl Gaba_5	
CS20230722_CLUS_0862	0862 Sst Chodl Gaba_6	
CS20230722_CLUS_0863	0863 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0864	0864 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0865	0865 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0866	0866 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0867	0867 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0868	0868 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0869	0869 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_CLUS_0870	0870 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0871	0871 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0872	0872 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0873	0873 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0874	0874 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0875	0875 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0876	0876 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0877	0877 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0878	0878 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_CLUS_0879	0879 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0880	0880 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0881	0881 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0882	0882 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0883	0883 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0884	0884 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0885	0885 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0886	0886 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0887	0887 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0888	0888 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_CLUS_0889	0889 NDB-SI-MA-STRv Lhx8 Gaba_4	
CS20230722_CLUS_0890	0890 NDB-SI-MA-STRv Lhx8 Gaba_4	
CS20230722_CLUS_0891	0891 NDB-SI-MA-STRv Lhx8 Gaba_4	
CS20230722_CLUS_0892	0892 NDB-SI-MA-STRv Lhx8 Gaba_4	
CS20230722_CLUS_0893	0893 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_CLUS_0894	0894 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_CLUS_0895	0895 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_CLUS_0896	0896 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_CLUS_0897	0897 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_CLUS_0898	0898 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_CLUS_0899	0899 NDB-SI-MA-STRv Lhx8 Gaba_6	
CS20230722_CLUS_0900	0900 NDB-SI-MA-STRv Lhx8 Gaba_6	
CS20230722_CLUS_0901	0901 NDB-SI-MA-STRv Lhx8 Gaba_6	
CS20230722_CLUS_0902	0902 NDB-SI-MA-STRv Lhx8 Gaba_6	
CS20230722_CLUS_0903	0903 NDB-SI-MA-STRv Lhx8 Gaba_6	
CS20230722_CLUS_0904	0904 NDB-SI-MA-STRv Lhx8 Gaba_7	
CS20230722_CLUS_0905	0905 NDB-SI-MA-STRv Lhx8 Gaba_7	
CS20230722_CLUS_0906	0906 NDB-SI-MA-STRv Lhx8 Gaba_7	
CS20230722_CLUS_0907	0907 NDB-SI-MA-STRv Lhx8 Gaba_8	
CS20230722_CLUS_0908	0908 NDB-SI-MA-STRv Lhx8 Gaba_8	
CS20230722_CLUS_0909	0909 NDB-SI-MA-STRv Lhx8 Gaba_8	
CS20230722_CLUS_0910	0910 NDB-SI-MA-STRv Lhx8 Gaba_9	
CS20230722_CLUS_0911	0911 NDB-SI-MA-STRv Lhx8 Gaba_9	
CS20230722_CLUS_0912	0912 NDB-SI-MA-STRv Lhx8 Gaba_10	
CS20230722_CLUS_0913	0913 NDB-SI-MA-STRv Lhx8 Gaba_10	
CS20230722_CLUS_0914	0914 NDB-SI-MA-STRv Lhx8 Gaba_10	
CS20230722_CLUS_0915	0915 NDB-SI-MA-STRv Lhx8 Gaba_11	
CS20230722_CLUS_0916	0916 NDB-SI-MA-STRv Lhx8 Gaba_12	
CS20230722_CLUS_0917	0917 NDB-SI-MA-STRv Lhx8 Gaba_13	
CS20230722_CLUS_0918	0918 GPe-SI Sox6 Cyp26b1 Gaba_1	
CS20230722_CLUS_0919	0919 GPe-SI Sox6 Cyp26b1 Gaba_2	
CS20230722_CLUS_0920	0920 GPe-SI Sox6 Cyp26b1 Gaba_2	
CS20230722_CLUS_0921	0921 GPe-SI Sox6 Cyp26b1 Gaba_2	
CS20230722_CLUS_0922	0922 GPe-SI Sox6 Cyp26b1 Gaba_2	
CS20230722_CLUS_0923	0923 PAL-STR Gaba-Chol_1	
CS20230722_CLUS_0924	0924 PAL-STR Gaba-Chol_1	
CS20230722_CLUS_0925	0925 PAL-STR Gaba-Chol_1	
CS20230722_CLUS_0926	0926 PAL-STR Gaba-Chol_1	
CS20230722_CLUS_0927	0927 PAL-STR Gaba-Chol_1	
CS20230722_CLUS_0928	0928 PAL-STR Gaba-Chol_1	
CS20230722_CLUS_0929	0929 PAL-STR Gaba-Chol_2	
CS20230722_CLUS_0930	0930 PAL-STR Gaba-Chol_2	
CS20230722_CLUS_0931	0931 PAL-STR Gaba-Chol_2	
CS20230722_CLUS_0932	0932 PAL-STR Gaba-Chol_2	
CS20230722_CLUS_0933	0933 PAL-STR Gaba-Chol_2	
CS20230722_CLUS_0934	0934 PAL-STR Gaba-Chol_3	
CS20230722_CLUS_0935	0935 PAL-STR Gaba-Chol_3	
CS20230722_CLUS_0936	0936 PAL-STR Gaba-Chol_3	
CS20230722_CLUS_0937	0937 PAL-STR Gaba-Chol_3	
CS20230722_CLUS_0938	0938 PAL-STR Gaba-Chol_3	
CS20230722_CLUS_0939	0939 OT D3 Folh1 Gaba_1	
CS20230722_CLUS_0940	0940 OT D3 Folh1 Gaba_2	
CS20230722_CLUS_0941	0941 OT D3 Folh1 Gaba_3	
CS20230722_CLUS_0942	0942 OT D3 Folh1 Gaba_3	
CS20230722_CLUS_0943	0943 STR D1 Gaba_1	
CS20230722_CLUS_0944	0944 STR D1 Gaba_1	
CS20230722_CLUS_0945	0945 STR D1 Gaba_1	
CS20230722_CLUS_0946	0946 STR D1 Gaba_1	
CS20230722_CLUS_0947	0947 STR D1 Gaba_1	
CS20230722_CLUS_0948	0948 STR D1 Gaba_2	
CS20230722_CLUS_0949	0949 STR D1 Gaba_2	
CS20230722_CLUS_0950	0950 STR D1 Gaba_3	
CS20230722_CLUS_0951	0951 STR D1 Gaba_3	
CS20230722_CLUS_0952	0952 STR D1 Gaba_3	
CS20230722_CLUS_0953	0953 STR D1 Gaba_4	
CS20230722_CLUS_0954	0954 STR D1 Gaba_4	
CS20230722_CLUS_0955	0955 STR D1 Gaba_5	
CS20230722_CLUS_0956	0956 STR D1 Gaba_5	
CS20230722_CLUS_0957	0957 STR D1 Gaba_5	
CS20230722_CLUS_0958	0958 STR D1 Gaba_6	
CS20230722_CLUS_0959	0959 STR D1 Gaba_6	
CS20230722_CLUS_0960	0960 STR D1 Gaba_7	
CS20230722_CLUS_0961	0961 STR D1 Gaba_8	
CS20230722_CLUS_0962	0962 STR D1 Gaba_8	
CS20230722_CLUS_0963	0963 STR D1 Gaba_8	
CS20230722_CLUS_0964	0964 STR D1 Gaba_9	
CS20230722_CLUS_0965	0965 STR D2 Gaba_1	
CS20230722_CLUS_0966	0966 STR D2 Gaba_1	
CS20230722_CLUS_0967	0967 STR D2 Gaba_1	
CS20230722_CLUS_0968	0968 STR D2 Gaba_1	
CS20230722_CLUS_0969	0969 STR D2 Gaba_1	
CS20230722_CLUS_0970	0970 STR D2 Gaba_1	
CS20230722_CLUS_0971	0971 STR D2 Gaba_1	
CS20230722_CLUS_0972	0972 STR D2 Gaba_2	
CS20230722_CLUS_0973	0973 STR D2 Gaba_2	
CS20230722_CLUS_0974	0974 STR D2 Gaba_2	
CS20230722_CLUS_0975	0975 STR D2 Gaba_2	
CS20230722_CLUS_0976	0976 STR D2 Gaba_2	
CS20230722_CLUS_0977	0977 STR D2 Gaba_2	
CS20230722_CLUS_0978	0978 STR D2 Gaba_3	
CS20230722_CLUS_0979	0979 STR D2 Gaba_4	
CS20230722_CLUS_0980	0980 STR D2 Gaba_4	
CS20230722_CLUS_0981	0981 STR D2 Gaba_4	
CS20230722_CLUS_0982	0982 STR D2 Gaba_4	
CS20230722_CLUS_0983	0983 STR D2 Gaba_5	
CS20230722_CLUS_0984	0984 STR D2 Gaba_5	
CS20230722_CLUS_0985	0985 STR D2 Gaba_5	
CS20230722_CLUS_0986	0986 STR D2 Gaba_6	
CS20230722_CLUS_0987	0987 STR D2 Gaba_6	
CS20230722_CLUS_0988	0988 STR D2 Gaba_6	
CS20230722_CLUS_0989	0989 STR D2 Gaba_7	
CS20230722_CLUS_0990	0990 STR D1 Sema5a Gaba_1	
CS20230722_CLUS_0991	0991 STR D1 Sema5a Gaba_1	
CS20230722_CLUS_0992	0992 STR D1 Sema5a Gaba_2	
CS20230722_CLUS_0993	0993 STR D1 Sema5a Gaba_2	
CS20230722_CLUS_0994	0994 STR D1 Sema5a Gaba_2	
CS20230722_CLUS_0995	0995 STR D1 Sema5a Gaba_2	
CS20230722_CLUS_0996	0996 STR D1 Sema5a Gaba_2	
CS20230722_CLUS_0997	0997 STR D1 Sema5a Gaba_3	
CS20230722_CLUS_0998	0998 STR D1 Sema5a Gaba_3	
CS20230722_CLUS_0999	0999 STR D1 Sema5a Gaba_4	
CS20230722_CLUS_1000	1000 STR D1 Sema5a Gaba_4	
CS20230722_CLUS_1001	1001 STR-PAL Chst9 Gaba_1	
CS20230722_CLUS_1002	1002 STR-PAL Chst9 Gaba_1	
CS20230722_CLUS_1003	1003 STR-PAL Chst9 Gaba_1	
CS20230722_CLUS_1004	1004 STR-PAL Chst9 Gaba_2	
CS20230722_CLUS_1005	1005 STR-PAL Chst9 Gaba_2	
CS20230722_CLUS_1006	1006 STR-PAL Chst9 Gaba_2	
CS20230722_CLUS_1007	1007 STR-PAL Chst9 Gaba_2	
CS20230722_CLUS_1008	1008 STR-PAL Chst9 Gaba_3	
CS20230722_CLUS_1009	1009 STR-PAL Chst9 Gaba_3	
CS20230722_CLUS_1010	1010 STR-PAL Chst9 Gaba_3	
CS20230722_CLUS_1011	1011 STR-PAL Chst9 Gaba_4	
CS20230722_CLUS_1012	1012 STR-PAL Chst9 Gaba_4	
CS20230722_CLUS_1013	1013 STR-PAL Chst9 Gaba_5	
CS20230722_CLUS_1014	1014 STR-PAL Chst9 Gaba_5	
CS20230722_CLUS_1015	1015 STR-PAL Chst9 Gaba_5	
CS20230722_CLUS_1016	1016 IA Mgp Gaba_1	
CS20230722_CLUS_1017	1017 IA Mgp Gaba_1	
CS20230722_CLUS_1018	1018 IA Mgp Gaba_1	
CS20230722_CLUS_1019	1019 IA Mgp Gaba_2	
CS20230722_CLUS_1020	1020 IA Mgp Gaba_2	
CS20230722_CLUS_1021	1021 IA Mgp Gaba_3	
CS20230722_CLUS_1022	1022 IA Mgp Gaba_3	
CS20230722_CLUS_1023	1023 IA Mgp Gaba_3	
CS20230722_CLUS_1024	1024 IA Mgp Gaba_4	
CS20230722_CLUS_1025	1025 IA Mgp Gaba_5	
CS20230722_CLUS_1026	1026 IA Mgp Gaba_5	
CS20230722_CLUS_1027	1027 IA Mgp Gaba_5	
CS20230722_CLUS_1028	1028 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1029	1029 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1030	1030 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1031	1031 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1032	1032 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1033	1033 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1034	1034 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1035	1035 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1036	1036 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1037	1037 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_CLUS_1038	1038 NDB-SI-ant Prdm12 Gaba_2	
CS20230722_CLUS_1039	1039 NDB-SI-ant Prdm12 Gaba_3	
CS20230722_CLUS_1040	1040 NDB-SI-ant Prdm12 Gaba_3	
CS20230722_CLUS_1041	1041 NDB-SI-ant Prdm12 Gaba_4	
CS20230722_CLUS_1042	1042 LSX Sall3 Pax6 Gaba_1	
CS20230722_CLUS_1043	1043 LSX Sall3 Pax6 Gaba_1	
CS20230722_CLUS_1044	1044 LSX Sall3 Pax6 Gaba_2	
CS20230722_CLUS_1045	1045 LSX Sall3 Pax6 Gaba_2	
CS20230722_CLUS_1046	1046 LSX Sall3 Pax6 Gaba_2	
CS20230722_CLUS_1047	1047 LSX Sall3 Pax6 Gaba_2	
CS20230722_CLUS_1048	1048 LSX Sall3 Pax6 Gaba_2	
CS20230722_CLUS_1049	1049 LSX Sall3 Pax6 Gaba_2	
