software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,markers,onTarget,file,markers_symbol
4.1,cluster,5072 NTS-PARN Neurod2 Gly-Gaba_1,50,0.5223880597014926,0.6666666666666666,0.28,2192,7,36,14,1,['ENSMUSG00000034810'],0.4879894554615021,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Scn7a
4.1,cluster,5073 NTS-PARN Neurod2 Gly-Gaba_1,50,0.2631578947368421,0.375,0.12,2189,10,44,6,1,['ENSMUSG00000032796'],0.07620246708393097,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Lama1
4.1,cluster,5074 NTS-PARN Neurod2 Gly-Gaba_1,50,0.4611650485436893,0.48717948717948717,0.38,2179,20,31,19,1,['ENSMUSG00000031932'],0.10831067711114883,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Gpr83
4.1,cluster,5075 NTS-PARN Neurod2 Gly-Gaba_1,50,0.2242152466367713,0.20202020202020202,0.4,2120,79,30,20,1,['ENSMUSG00000041548'],0.09747027605772018,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Hspb8
4.1,cluster,5076 NTS-PARN Neurod2 Gly-Gaba_1,50,0.5118110236220472,0.5098039215686274,0.52,2174,25,24,26,1,['ENSMUSG00000031212'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Pgr15l
4.1,cluster,5077 NTS-PARN Neurod2 Gly-Gaba_1,50,0.29614325068870523,0.25443786982248523,0.86,2073,126,7,43,1,['ENSMUSG00000046593'],0.22594162821769714,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Tmem215
4.1,cluster,5078 NTS-PARN Neurod2 Gly-Gaba_1,50,0.34313725490196084,0.328125,0.42,2156,43,29,21,1,['ENSMUSG00000000567'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Sox9
4.1,cluster,5079 NTS-PARN Neurod2 Gly-Gaba_1,50,0.5158730158730159,0.6842105263157895,0.26,2193,6,37,13,1,['ENSMUSG00000045930'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Clec14a
4.1,cluster,5080 NTS-PARN Neurod2 Gly-Gaba_1,49,0.48223350253807107,0.5135135135135135,0.3877551020408163,2182,18,30,19,1,['ENSMUSG00000037664'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Cdkn1c
4.1,cluster,5081 NTS-PARN Neurod2 Gly-Gaba_1,50,0.5555555555555557,0.6428571428571429,0.36,2189,10,32,18,1,['ENSMUSG00000028003'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Lrat
4.1,cluster,5082 NTS-PARN Neurod2 Gly-Gaba_1,47,0.14184397163120566,0.11914893617021277,0.5957446808510638,1995,207,19,28,1,['ENSMUSG00000060735'],0.06711609661579132,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Rxfp3
4.1,cluster,5083 NTS-PARN Neurod2 Gly-Gaba_1,50,0.6410256410256411,0.6521739130434783,0.6,2183,16,20,30,1,['ENSMUSG00000086541'],0.18671779334545135,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Has2os
4.1,cluster,5084 NTS-PARN Neurod2 Gly-Gaba_2,50,0.3755868544600939,0.3404255319148936,0.64,2137,62,18,32,1,['ENSMUSG00000001661'],0.6975694894790649,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Hoxc6
4.1,cluster,5085 NTS-PARN Neurod2 Gly-Gaba_2,38,0.2463054187192118,0.21739130434782608,0.5263157894736842,2139,72,18,20,1,['ENSMUSG00000062393'],0.46440383791923523,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Dgkk
4.1,cluster,5086 NTS-PARN Neurod2 Gly-Gaba_2,25,0.41450777202072536,0.38095238095238093,0.64,2198,26,9,16,1,['ENSMUSG00000031636'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Pdlim3
4.1,cluster,5087 NTS-PARN Neurod2 Gly-Gaba_2,50,0.7967032967032965,0.8787878787878788,0.58,2195,4,21,29,1,['ENSMUSG00000021647'],0.6373798251152039,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Cartpt
4.1,cluster,5088 NTS-PARN Neurod2 Gly-Gaba_2,17,0.11412268188302424,0.0935672514619883,0.9411764705882353,2077,155,1,16,1,['ENSMUSG00000001988'],0.2607717216014862,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Npas1
4.1,cluster,5089 NTS-PARN Neurod2 Gly-Gaba_2,50,0.6542056074766356,0.6829268292682927,0.56,2186,13,22,28,1,['ENSMUSG00000058400'],0.019563771784305573,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Qrfpr
4.1,cluster,5090 NTS-PARN Neurod2 Gly-Gaba_2,50,0.4591836734693877,0.75,0.18,2196,3,41,9,1,['ENSMUSG00000027400'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Pdyn
4.1,cluster,5091 NTS-PARN Neurod2 Gly-Gaba_2,50,0.4320987654320988,0.5,0.28,2185,14,36,14,1,['ENSMUSG00000036192'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Rorb
4.1,cluster,5092 NTS-PARN Neurod2 Gly-Gaba_3,16,0.9868421052631579,1.0,0.9375,2233,0,1,15,1,['ENSMUSG00000045532'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,C1ql1
4.1,cluster,5093 NTS-PARN Neurod2 Gly-Gaba_3,50,0.18328445747800587,0.15822784810126583,0.5,2066,133,25,25,1,['ENSMUSG00000028364'],0.12311920523643494,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Tnc
4.1,cluster,5094 NTS-PARN Neurod2 Gly-Gaba_3,50,0.30851063829787234,0.2761904761904762,0.58,2123,76,21,29,1,['ENSMUSG00000050473'],0.26275500655174255,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Slc35d3
4.1,cluster,5095 NTS-PARN Neurod2 Gly-Gaba_3,50,0.3534031413612565,0.3253012048192771,0.54,2143,56,23,27,1,['ENSMUSG00000085139'],0.5196641683578491,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,A730046J19Rik
4.1,cluster,5096 NTS-PARN Neurod2 Gly-Gaba_3,50,0.313953488372093,0.28421052631578947,0.54,2131,68,23,27,1,['ENSMUSG00000085139'],0.4803358018398285,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,A730046J19Rik
4.1,cluster,5097 NTS-PARN Neurod2 Gly-Gaba_3,50,0.29411764705882354,0.28125,0.36,2153,46,32,18,1,['ENSMUSG00000085139'],0.050174131989479065,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,A730046J19Rik
4.1,cluster,5098 NTS-PARN Neurod2 Gly-Gaba_3,50,0.4182509505703422,0.3697478991596639,0.88,2124,75,6,44,1,['ENSMUSG00000028364'],0.07610560208559036,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Tnc
4.1,cluster,5099 NTS-PARN Neurod2 Gly-Gaba_3,38,0.3368794326241135,0.3114754098360656,0.5,2169,42,19,19,1,['ENSMUSG00000052430'],0.1808008998632431,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Bmpr1b
4.1,cluster,5100 NTS-PARN Neurod2 Gly-Gaba_4,50,0.18796992481203006,0.18518518518518517,0.2,2155,44,40,10,1,['ENSMUSG00000057722'],0.1222744956612587,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Lepr
4.1,cluster,5101 NTS-PARN Neurod2 Gly-Gaba_4,50,0.2631578947368421,0.23423423423423423,0.52,2114,85,24,26,1,['ENSMUSG00000056888'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Glipr1
4.1,cluster,5102 NTS-PARN Neurod2 Gly-Gaba_4,50,0.25577557755775576,0.22302158273381295,0.62,2091,108,19,31,1,['ENSMUSG00000024043'],0.6684433221817017,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Arhgap28
4.1,cluster,5103 NTS-PARN Neurod2 Gly-Gaba_4,50,0.27950310559006214,0.2647058823529412,0.36,2149,50,32,18,1,['ENSMUSG00000051079'],0.22101767361164093,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Rgs13
4.1,cluster,5104 NTS-PARN Neurod2 Gly-Gaba_4,50,0.1485148514851485,0.15789473684210525,0.12,2167,32,44,6,1,['ENSMUSG00000091519'],0.11091592907905579,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Skor2
4.1,cluster,5105 NTS-PARN Neurod2 Gly-Gaba_4,50,0.39189189189189194,0.3625,0.58,2148,51,21,29,1,['ENSMUSG00000034009'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Rxfp1
4.1,cluster,5106 NTS-PARN Neurod2 Gly-Gaba_4,50,0.1851851851851852,0.1651376146788991,0.36,2108,91,32,18,1,['ENSMUSG00000047139'],0.1504403054714203,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Cd24a
4.1,cluster,5107 NTS-PARN Neurod2 Gly-Gaba_4,50,0.3723404255319149,0.3620689655172414,0.42,2162,37,29,21,1,['ENSMUSG00000033774'],0.10438980907201767,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Npbwr1
4.1,cluster,5108 NTS-PARN Neurod2 Gly-Gaba_5,50,0.391156462585034,0.3770491803278688,0.46,2161,38,27,23,1,['ENSMUSG00000051079'],0.028960172086954117,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Rgs13
4.1,cluster,5109 NTS-PARN Neurod2 Gly-Gaba_5,50,0.3431372549019608,0.5384615384615384,0.14,2193,6,43,7,1,['ENSMUSG00000024043'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Arhgap28
4.1,cluster,5110 NTS-PARN Neurod2 Gly-Gaba_5,33,0.2,0.17073170731707318,0.6363636363636364,2114,102,12,21,1,['ENSMUSG00000023186'],0.2839248776435852,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Vwa5a
4.1,cluster,5111 NTS-PARN Neurod2 Gly-Gaba_5,50,0.3436018957345971,0.3118279569892473,0.58,2135,64,21,29,1,['ENSMUSG00000022306'],0.5092802047729492,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Zfpm2
4.1,cluster,5112 NTS-PARN Neurod2 Gly-Gaba_5,50,0.3859060402684564,0.3709677419354839,0.46,2160,39,27,23,1,['ENSMUSG00000064213'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Defa24
4.1,cluster,5113 NTS-PARN Neurod2 Gly-Gaba_5,36,0.32051282051282054,0.3333333333333333,0.2777777777777778,2193,20,26,10,1,['ENSMUSG00000024998'],0.06152182072401047,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Plce1
4.1,cluster,5114 NTS-PARN Neurod2 Gly-Gaba_6,50,0.573394495412844,0.5952380952380952,0.5,2182,17,25,25,1,['ENSMUSG00000053897'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Slc39a8
4.1,cluster,5115 NTS-PARN Neurod2 Gly-Gaba_6,50,0.4219409282700422,0.37735849056603776,0.8,2133,66,10,40,1,['ENSMUSG00000048332'],0.10159815102815628,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Lhfp
4.1,cluster,5116 NTS-PARN Neurod2 Gly-Gaba_6,50,0.186084142394822,0.1619718309859155,0.46,2080,119,27,23,1,['ENSMUSG00000030043'],0.12847420573234558,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Tacr1
4.1,cluster,5117 NTS-PARN Neurod2 Gly-Gaba_6,50,0.25862068965517243,0.21951219512195122,0.9,2039,160,5,45,1,['ENSMUSG00000048332'],0.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Lhfp
4.1,cluster,5118 NTS-PARN Neurod2 Gly-Gaba_6,50,0.22463768115942026,0.19375,0.62,2070,129,19,31,1,['ENSMUSG00000052430'],0.04332129657268524,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Bmpr1b
4.1,cluster,5119 NTS-PARN Neurod2 Gly-Gaba_6,50,0.8333333333333331,0.8269230769230769,0.86,2190,9,7,43,1,['ENSMUSG00000055435'],1.0,cluster_304_NTS-PARN_Neurod2_Gly-Gaba_individual_results.pkl,Maf
4.1,cluster,5120 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,43,0.6910569105691057,0.85,0.3953488372093023,1031,3,26,17,1,['ENSMUSG00000085139'],0.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,A730046J19Rik
4.1,cluster,5121 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.617283950617284,0.7142857142857143,0.4,1019,8,30,20,1,['ENSMUSG00000024517'],0.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Grp
4.1,cluster,5122 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.5913978494623656,0.6470588235294118,0.44,1015,12,28,22,1,['ENSMUSG00000029919'],0.22547075152397156,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Hpgds
4.1,cluster,5123 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,30,0.5,0.52,0.43333333333333335,1035,12,17,13,1,['ENSMUSG00000086272'],0.06214480847120285,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,BC039966
4.1,cluster,5124 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.6766917293233083,0.6666666666666666,0.72,1009,18,14,36,1,['ENSMUSG00000041703'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Zic5
4.1,cluster,5125 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,35,0.36082474226804123,0.328125,0.6,999,43,14,21,1,['ENSMUSG00000024168'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Tmem204
4.1,cluster,5126 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,45,0.6936416184971098,0.75,0.5333333333333333,1024,8,21,24,1,['ENSMUSG00000054612'],0.143417090177536,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Mgmt
4.1,cluster,5127 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.3508771929824561,0.3287671232876712,0.48,978,49,26,24,1,['ENSMUSG00000033740'],0.06715582311153412,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,St18
4.1,cluster,5128 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.45321637426900585,0.4246575342465753,0.62,985,42,19,31,1,['ENSMUSG00000074345'],0.3878406584262848,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Tnfaip8l3
4.1,cluster,5129 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.1728395061728395,0.14736842105263157,0.56,865,162,22,28,1,['ENSMUSG00000034486'],0.1406085342168808,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Gbx2
4.1,cluster,5130 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.753968253968254,1.0,0.38,1027,0,31,19,1,['ENSMUSG00000025400'],0.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Tac2
4.1,cluster,5131 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.5882352941176471,0.5957446808510638,0.56,1008,19,22,28,1,['ENSMUSG00000033740'],0.08050186187028885,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,St18
4.1,cluster,5132 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.5154639175257731,0.5555555555555556,0.4,1011,16,30,20,1,['ENSMUSG00000066842'],0.08098765462636948,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Hmcn1
4.1,cluster,5133 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,45,0.6113537117903931,0.6086956521739131,0.6222222222222222,1014,18,17,28,1,['ENSMUSG00000032511'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Scn5a
4.1,cluster,5134 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.5,0.4714285714285714,0.66,990,37,17,33,1,['ENSMUSG00000028172'],0.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Tacr3
4.1,cluster,5135 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,50,0.663716814159292,0.6818181818181818,0.6,1013,14,20,30,1,['ENSMUSG00000030069'],0.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Prok2
4.1,cluster,5136 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,31,0.35564853556485354,0.3269230769230769,0.5483870967741935,1011,35,14,17,1,['ENSMUSG00000058400'],0.2568759620189667,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Qrfpr
4.1,cluster,5137 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,50,0.5254777070063694,0.5,0.66,994,33,17,33,1,['ENSMUSG00000053965'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Pde5a
4.1,cluster,5138 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,50,0.28026905829596416,0.25252525252525254,0.5,953,74,25,25,1,['ENSMUSG00000002104'],0.15857377648353577,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Rapsn
4.1,cluster,5139 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,50,0.7079646017699116,0.7272727272727273,0.64,1015,12,18,32,1,['ENSMUSG00000086541'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Has2os
4.1,cluster,5140 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,40,0.7065217391304348,0.7222222222222222,0.65,1027,10,14,26,1,['ENSMUSG00000018168'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Ikzf3
4.1,cluster,5141 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,21,0.4918032786885246,0.6,0.2857142857142857,1052,4,15,6,1,['ENSMUSG00000024027'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Glp1r
4.1,cluster,5142 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,39,0.5924170616113744,0.5813953488372093,0.6410256410256411,1020,18,14,25,1,['ENSMUSG00000109890'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,AU023762
4.1,cluster,5143 SPVI-SPVC Sall3 Nfib Gly-Gaba_2,48,0.9198113207547169,0.9512195121951219,0.8125,1027,2,9,39,1,['ENSMUSG00000074622'],1.0,cluster_305_SPVI-SPVC_Sall3_Nfib_Gly-Gaba_individual_results.pkl,Mafb
4.1,cluster,5144 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.6415929203539823,0.6590909090909091,0.58,910,15,21,29,1,['ENSMUSG00000076615'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Ighg3
4.1,cluster,5145 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,49,0.7999999999999999,0.8181818181818182,0.7346938775510204,918,8,13,36,1,['ENSMUSG00000061535'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,C1qtnf7
4.1,cluster,5146 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.8024691358024691,0.9285714285714286,0.52,923,2,24,26,1,['ENSMUSG00000058400'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Qrfpr
4.1,cluster,5147 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.591715976331361,0.5555555555555556,0.8,893,32,10,40,1,['ENSMUSG00000040632'],0.5658122897148132,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Nrl
4.1,cluster,5148 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.29729729729729726,0.275,0.44,867,58,28,22,1,['ENSMUSG00000028362'],0.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Tnfsf8
4.1,cluster,5149 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.1910299003322259,0.16666666666666666,0.46,810,115,27,23,1,['ENSMUSG00000022246'],0.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Rai14
4.1,cluster,5150 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.36363636363636365,0.34285714285714286,0.48,879,46,26,24,1,['ENSMUSG00000027368'],0.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Dusp2
4.1,cluster,5151 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,50,0.7281553398058253,0.7692307692307693,0.6,916,9,20,30,1,['ENSMUSG00000023046'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Igfbp6
4.1,cluster,5152 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.3585657370517928,0.3185840707964602,0.72,848,77,14,36,1,['ENSMUSG00000038732'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Mboat1
4.1,cluster,5153 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.4646017699115045,0.4772727272727273,0.42,902,23,29,21,1,['ENSMUSG00000046593'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Tmem215
4.1,cluster,5154 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.6194690265486726,0.6363636363636364,0.56,909,16,22,28,1,['ENSMUSG00000026247'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Ecel1
4.1,cluster,5155 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.6415929203539823,0.6590909090909091,0.58,910,15,21,29,1,['ENSMUSG00000059898'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Dsc3
4.1,cluster,5156 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.47120418848167533,0.43373493975903615,0.72,878,47,14,36,1,['ENSMUSG00000032776'],0.48847460746765137,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Mctp2
4.1,cluster,5157 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.4411764705882353,0.391304347826087,0.9,855,70,5,45,1,['ENSMUSG00000028004'],0.39976879954338074,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Npy2r
4.1,cluster,5158 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.6213872832369941,0.581081081081081,0.86,894,31,7,43,1,['ENSMUSG00000017897'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Eya2
4.1,cluster,5159 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.4273504273504273,0.43478260869565216,0.4,899,26,30,20,1,['ENSMUSG00000042607'],0.05613639950752258,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Asb4
4.1,cluster,5160 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.302547770700637,0.2878787878787879,0.38,878,47,31,19,1,['ENSMUSG00000035528'],0.22971005737781525,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Npffr2
4.1,cluster,5161 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.7874015748031495,0.7843137254901961,0.8,914,11,10,40,1,['ENSMUSG00000032269'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Htr3a
4.1,cluster,5162 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,26,0.6666666666666666,0.6451612903225806,0.7692307692307693,938,11,6,20,1,['ENSMUSG00000006219'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Fblim1
4.1,cluster,5163 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,50,0.6932773109243696,0.7021276595744681,0.66,911,14,17,33,1,['ENSMUSG00000085257'],1.0,cluster_306_SPVI-SPVC_Sall3_Lhx1_Gly-Gaba_individual_results.pkl,Gm13264
4.1,cluster,5164 RO-RPA Pkd2l1 Gaba_1,50,0.9403669724770641,0.9761904761904762,0.82,99,1,9,41,1,['ENSMUSG00000042351'],1.0,cluster_307_RO-RPA_Pkd2l1_Gaba_individual_results.pkl,Grap2
4.1,cluster,5165 RO-RPA Pkd2l1 Gaba_1,50,0.9466019417475728,1.0,0.78,100,0,11,39,1,['ENSMUSG00000025400'],1.0,cluster_307_RO-RPA_Pkd2l1_Gaba_individual_results.pkl,Tac2
4.1,cluster,5166 RO-RPA Pkd2l1 Gaba_1,50,0.5263157894736842,0.4782608695652174,0.88,52,48,6,44,1,['ENSMUSG00000034416'],0.0,cluster_307_RO-RPA_Pkd2l1_Gaba_individual_results.pkl,Pkd1l2
4.1,cluster,5167 DCO Il22 Gly-Gaba_1,50,0.6140350877192983,0.875,0.28,422,2,36,14,1,['ENSMUSG00000045875'],0.0,cluster_308_DCO_Il22_Gly-Gaba_individual_results.pkl,Adra1a
4.1,cluster,5168 DCO Il22 Gly-Gaba_1,50,0.759493670886076,0.8888888888888888,0.48,421,3,26,24,1,['ENSMUSG00000036357'],0.0,cluster_308_DCO_Il22_Gly-Gaba_individual_results.pkl,Gpr101
4.1,cluster,5169 DCO Il22 Gly-Gaba_1,50,0.266497461928934,0.2441860465116279,0.42,359,65,29,21,1,['ENSMUSG00000019987'],0.0,cluster_308_DCO_Il22_Gly-Gaba_individual_results.pkl,Arg1
4.1,cluster,5170 DCO Il22 Gly-Gaba_1,50,0.41450777202072536,0.38095238095238093,0.64,372,52,18,32,1,['ENSMUSG00000023886'],0.34759655594825745,cluster_308_DCO_Il22_Gly-Gaba_individual_results.pkl,Smoc2
4.1,cluster,5171 DCO Il22 Gly-Gaba_1,40,0.28645833333333337,0.2558139534883721,0.55,370,64,18,22,1,['ENSMUSG00000014198'],0.403129905462265,cluster_308_DCO_Il22_Gly-Gaba_individual_results.pkl,Zfp385c
