defined_class	cell_set_accession	Taxonomy_label	Exclude_from_ontology	defined_class_name	defined_class_definition	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0116693	CS20230722_CLUS_4313	4313 PGRNd Dmbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116694	CS20230722_CLUS_4314	4314 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116695	CS20230722_CLUS_4315	4315 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116696	CS20230722_CLUS_4316	4316 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116697	CS20230722_CLUS_4317	4317 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116698	CS20230722_CLUS_4318	4318 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116699	CS20230722_CLUS_4319	4319 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116700	CS20230722_CLUS_4320	4320 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116701	CS20230722_CLUS_4321	4321 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116702	CS20230722_CLUS_4322	4322 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116703	CS20230722_CLUS_4323	4323 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116704	CS20230722_CLUS_4324	4324 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116705	CS20230722_CLUS_4325	4325 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116706	CS20230722_CLUS_4326	4326 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116707	CS20230722_CLUS_4327	4327 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116708	CS20230722_CLUS_4328	4328 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116709	CS20230722_CLUS_4329	4329 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116710	CS20230722_CLUS_4330	4330 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116711	CS20230722_CLUS_4331	4331 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116712	CS20230722_CLUS_4332	4332 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116713	CS20230722_CLUS_4333	4333 PGRN-PARN-MDRN Hoxb5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116714	CS20230722_CLUS_4334	4334 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116715	CS20230722_CLUS_4335	4335 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116716	CS20230722_CLUS_4336	4336 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116717	CS20230722_CLUS_4337	4337 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116718	CS20230722_CLUS_4338	4338 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116719	CS20230722_CLUS_4339	4339 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116720	CS20230722_CLUS_4340	4340 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116721	CS20230722_CLUS_4341	4341 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116722	CS20230722_CLUS_4342	4342 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116723	CS20230722_CLUS_4343	4343 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116724	CS20230722_CLUS_4344	4344 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116725	CS20230722_CLUS_4345	4345 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116726	CS20230722_CLUS_4346	4346 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116727	CS20230722_CLUS_4347	4347 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116728	CS20230722_CLUS_4348	4348 PGRN-PARN-MDRN Hoxb5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116729	CS20230722_CLUS_4349	4349 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116730	CS20230722_CLUS_4350	4350 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116731	CS20230722_CLUS_4351	4351 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116732	CS20230722_CLUS_4352	4352 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116733	CS20230722_CLUS_4353	4353 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116734	CS20230722_CLUS_4354	4354 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116735	CS20230722_CLUS_4355	4355 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116736	CS20230722_CLUS_4356	4356 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116737	CS20230722_CLUS_4357	4357 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116738	CS20230722_CLUS_4358	4358 PGRN-PARN-MDRN Hoxb5 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116739	CS20230722_CLUS_4359	4359 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116740	CS20230722_CLUS_4360	4360 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116741	CS20230722_CLUS_4361	4361 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116742	CS20230722_CLUS_4362	4362 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116743	CS20230722_CLUS_4363	4363 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116744	CS20230722_CLUS_4364	4364 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116745	CS20230722_CLUS_4365	4365 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116746	CS20230722_CLUS_4366	4366 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116747	CS20230722_CLUS_4367	4367 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116748	CS20230722_CLUS_4368	4368 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116749	CS20230722_CLUS_4369	4369 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116750	CS20230722_CLUS_4370	4370 PGRN-PARN-MDRN Hoxb5 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116751	CS20230722_CLUS_4371	4371 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116752	CS20230722_CLUS_4372	4372 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116753	CS20230722_CLUS_4373	4373 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116754	CS20230722_CLUS_4374	4374 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116755	CS20230722_CLUS_4375	4375 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116756	CS20230722_CLUS_4376	4376 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116757	CS20230722_CLUS_4377	4377 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116758	CS20230722_CLUS_4378	4378 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116759	CS20230722_CLUS_4379	4379 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116760	CS20230722_CLUS_4380	4380 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116761	CS20230722_CLUS_4381	4381 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116762	CS20230722_CLUS_4382	4382 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116763	CS20230722_CLUS_4383	4383 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116764	CS20230722_CLUS_4384	4384 PGRN-PARN-MDRN Hoxb5 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116765	CS20230722_CLUS_4385	4385 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116766	CS20230722_CLUS_4386	4386 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116767	CS20230722_CLUS_4387	4387 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116768	CS20230722_CLUS_4388	4388 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116769	CS20230722_CLUS_4389	4389 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116770	CS20230722_CLUS_4390	4390 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116771	CS20230722_CLUS_4391	4391 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116772	CS20230722_CLUS_4392	4392 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116773	CS20230722_CLUS_4393	4393 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116774	CS20230722_CLUS_4394	4394 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116775	CS20230722_CLUS_4395	4395 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116776	CS20230722_CLUS_4396	4396 PGRN-PARN-MDRN Hoxb5 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116777	CS20230722_CLUS_4397	4397 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116778	CS20230722_CLUS_4398	4398 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116779	CS20230722_CLUS_4399	4399 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116780	CS20230722_CLUS_4400	4400 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116781	CS20230722_CLUS_4401	4401 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116782	CS20230722_CLUS_4402	4402 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116783	CS20230722_CLUS_4403	4403 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116784	CS20230722_CLUS_4404	4404 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116785	CS20230722_CLUS_4405	4405 PGRN-PARN-MDRN Hoxb5 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116786	CS20230722_CLUS_4406	4406 MV-SPIV Slc6a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116787	CS20230722_CLUS_4407	4407 MV-SPIV Slc6a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116788	CS20230722_CLUS_4408	4408 MV-SPIV Slc6a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116789	CS20230722_CLUS_4409	4409 MV-SPIV Slc6a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116790	CS20230722_CLUS_4410	4410 MV-SPIV Slc6a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116791	CS20230722_CLUS_4411	4411 MV-SPIV Slc6a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116792	CS20230722_CLUS_4412	4412 SPVI-SPVC Tlx3 Ebf3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116793	CS20230722_CLUS_4413	4413 SPVI-SPVC Tlx3 Ebf3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116794	CS20230722_CLUS_4414	4414 SPVI-SPVC Tlx3 Ebf3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116795	CS20230722_CLUS_4415	4415 SPVI-SPVC Tlx3 Ebf3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116796	CS20230722_CLUS_4416	4416 SPVI-SPVC Tlx3 Ebf3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116797	CS20230722_CLUS_4417	4417 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116798	CS20230722_CLUS_4418	4418 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116799	CS20230722_CLUS_4419	4419 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116800	CS20230722_CLUS_4420	4420 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116801	CS20230722_CLUS_4421	4421 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116802	CS20230722_CLUS_4422	4422 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116803	CS20230722_CLUS_4423	4423 SPVI-SPVC Tlx3 Ebf3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116804	CS20230722_CLUS_4424	4424 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116805	CS20230722_CLUS_4425	4425 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116806	CS20230722_CLUS_4426	4426 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116807	CS20230722_CLUS_4427	4427 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116808	CS20230722_CLUS_4428	4428 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116809	CS20230722_CLUS_4429	4429 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116810	CS20230722_CLUS_4430	4430 SPVI-SPVC Tlx3 Ebf3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116811	CS20230722_CLUS_4431	4431 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116812	CS20230722_CLUS_4432	4432 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116813	CS20230722_CLUS_4433	4433 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116814	CS20230722_CLUS_4434	4434 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116815	CS20230722_CLUS_4435	4435 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116816	CS20230722_CLUS_4436	4436 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116817	CS20230722_CLUS_4437	4437 SPVI-SPVC Tlx3 Ebf3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116818	CS20230722_CLUS_4438	4438 SPVI-SPVC Tlx3 Ebf3 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116819	CS20230722_CLUS_4439	4439 SPVI-SPVC Tlx3 Ebf3 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116820	CS20230722_CLUS_4440	4440 SPVI-SPVC Tlx3 Ebf3 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116821	CS20230722_CLUS_4441	4441 SPVI-SPVC Tlx3 Ebf3 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116822	CS20230722_CLUS_4442	4442 SPVI-SPVC Tlx3 Ebf3 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116823	CS20230722_CLUS_4443	4443 SPVI-SPVC Tlx3 Ebf3 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116824	CS20230722_CLUS_4444	4444 SPVI-SPVC Tlx3 Ebf3 Glut_6														
http://purl.obolibrary.org/obo/PCL_0116825	CS20230722_CLUS_4445	4445 SPVI-SPVC Tlx3 Ebf3 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116826	CS20230722_CLUS_4446	4446 SPVI-SPVC Tlx3 Ebf3 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116827	CS20230722_CLUS_4447	4447 SPVI-SPVC Tlx3 Ebf3 Glut_7														
http://purl.obolibrary.org/obo/PCL_0116828	CS20230722_CLUS_4448	4448 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116829	CS20230722_CLUS_4449	4449 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116830	CS20230722_CLUS_4450	4450 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116831	CS20230722_CLUS_4451	4451 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116832	CS20230722_CLUS_4452	4452 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116833	CS20230722_CLUS_4453	4453 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116834	CS20230722_CLUS_4454	4454 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116835	CS20230722_CLUS_4455	4455 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116836	CS20230722_CLUS_4456	4456 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116837	CS20230722_CLUS_4457	4457 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116838	CS20230722_CLUS_4458	4458 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116839	CS20230722_CLUS_4459	4459 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116840	CS20230722_CLUS_4460	4460 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116841	CS20230722_CLUS_4461	4461 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116842	CS20230722_CLUS_4462	4462 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116843	CS20230722_CLUS_4463	4463 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116844	CS20230722_CLUS_4464	4464 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116845	CS20230722_CLUS_4465	4465 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116846	CS20230722_CLUS_4466	4466 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116847	CS20230722_CLUS_4467	4467 CU-ECU-SPVI Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116848	CS20230722_CLUS_4468	4468 CU-ECU-SPVI Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116849	CS20230722_CLUS_4469	4469 CU-ECU-SPVI Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116850	CS20230722_CLUS_4470	4470 CU-ECU-SPVI Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116851	CS20230722_CLUS_4471	4471 CU-ECU-SPVI Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116852	CS20230722_CLUS_4472	4472 CU-ECU-SPVI Foxb1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116853	CS20230722_CLUS_4473	4473 CU-ECU-SPVI Foxb1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116855	CS20230722_CLUS_4475	4475 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116856	CS20230722_CLUS_4476	4476 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116857	CS20230722_CLUS_4477	4477 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116858	CS20230722_CLUS_4478	4478 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116859	CS20230722_CLUS_4479	4479 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116860	CS20230722_CLUS_4480	4480 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116861	CS20230722_CLUS_4481	4481 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116862	CS20230722_CLUS_4482	4482 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116863	CS20230722_CLUS_4483	4483 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116864	CS20230722_CLUS_4484	4484 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116865	CS20230722_CLUS_4485	4485 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116870	CS20230722_CLUS_4490	4490 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116871	CS20230722_CLUS_4491	4491 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116872	CS20230722_CLUS_4492	4492 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116873	CS20230722_CLUS_4493	4493 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116874	CS20230722_CLUS_4494	4494 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116875	CS20230722_CLUS_4495	4495 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116876	CS20230722_CLUS_4496	4496 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116877	CS20230722_CLUS_4497	4497 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116878	CS20230722_CLUS_4498	4498 MV-SPIV Zic4 Neurod2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116879	CS20230722_CLUS_4499	4499 MV-SPIV Zic4 Neurod2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116880	CS20230722_CLUS_4500	4500 MV-SPIV Zic4 Neurod2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116881	CS20230722_CLUS_4501	4501 MV-SPIV Zic4 Neurod2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116882	CS20230722_CLUS_4502	4502 MV-SPIV Zic4 Neurod2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116883	CS20230722_CLUS_4503	4503 MV-SPIV Zic4 Neurod2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116884	CS20230722_CLUS_4504	4504 MV-SPIV Zic4 Neurod2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0116885	CS20230722_CLUS_4505	4505 MV-SPIV Zic4 Neurod2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116886	CS20230722_CLUS_4506	4506 MV-SPIV Zic4 Neurod2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116887	CS20230722_CLUS_4507	4507 MV-SPIV Zic4 Neurod2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116888	CS20230722_CLUS_4508	4508 MV-SPIV Zic4 Neurod2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116889	CS20230722_CLUS_4509	4509 MV-SPIV Zic4 Neurod2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116890	CS20230722_CLUS_4510	4510 MV-SPIV Zic4 Neurod2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0116891	CS20230722_CLUS_4511	4511 MV-SPIV Zic4 Neurod2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116892	CS20230722_CLUS_4512	4512 MV-SPIV Zic4 Neurod2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116893	CS20230722_CLUS_4513	4513 MV-SPIV Zic4 Neurod2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116894	CS20230722_CLUS_4514	4514 MV-SPIV Zic4 Neurod2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0116895	CS20230722_CLUS_4515	4515 MV-SPIV Zic4 Neurod2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116896	CS20230722_CLUS_4516	4516 MV-SPIV Zic4 Neurod2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0116897	CS20230722_CLUS_4517	4517 NTS Aldh1a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116898	CS20230722_CLUS_4518	4518 NTS Aldh1a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116899	CS20230722_CLUS_4519	4519 NTS Aldh1a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116900	CS20230722_CLUS_4520	4520 NTS Aldh1a2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0116901	CS20230722_CLUS_4521	4521 CBN Neurod2 Pvalb Glut_1														
http://purl.obolibrary.org/obo/PCL_0116902	CS20230722_CLUS_4522	4522 CBN Neurod2 Pvalb Glut_1														
http://purl.obolibrary.org/obo/PCL_0116903	CS20230722_CLUS_4523	4523 CBN Neurod2 Pvalb Glut_1														
